Cluster,Symbol,Name,Return,Std Dev
0,580060,KB 레버리지 미국채 10년 ETN,177.37,16.36
1,700023,하나 Solactive 2X US Tech Top 10 ETN(H),161.73,44.46
1,610078,메리츠 3X 레버리지 미국채30년 ETN,156.89,35.27
2,457190,이수스페셜티케미컬,153.48,110.28
3,610044,메리츠 인버스 천연가스 선물 ETN(H),148.13,60.48
3,520053,미래에셋 인버스 천연가스 선물 ETN(H),145.99,59.77
3,520073,미래에셋 레버리지 미국 AI TOP3 ETN,140.85,72.04
4,520075,미래에셋 레버리지 미국 방위산업 TOP3 ETN,139.96,33.26
5,465610,ACE 미국빅테크TOP7 Plus레버리지(합성),120.11,48.23
6,484880,SOL 금융지주플러스고배당,112.5,28.78
7,580054,KB 인버스 2X 콩 선물 ETN,86.0,37.58
7,510039,대신 3X 레버리지 국채30년 ETN,92.86,31.7
7,570101,한투 인버스 나스닥100 ETN B,88.15,25.15
7,580061,KB 미국채 30년 ETN,99.43,16.31
7,479850,HANARO K-뷰티,96.96,29.07
7,461910,PLUS 미국테크TOP10레버리지(합성),99.31,40.2
7,473640,HANARO 글로벌금채굴기업,93.49,30.44
8,454910,두산로보틱스,95.07,80.52
8,336370,솔루스첨단소재,78.72,67.58
8,580052,KB 인버스 2X 밀 선물 ETN,87.62,65.99
9,446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,71.67,27.5
9,456600,TIMEFOLIO 글로벌AI인공지능액티브,73.7,27.39
9,700022,하나 Solactive US Tech Top 10 ETN(H),69.19,21.2
9,530115,삼성 레버리지 나스닥 100 ETN,78.21,31.26
9,760005,키움 INDXX 미국테크탑10 ETN,75.2,20.87
9,610075,메리츠 3X 레버리지 미국채10년 ETN,79.26,16.12
9,580063,KB 레버리지 미국채 10년 선물 ETN,84.65,7.97
10,465350,RISE 2차전지TOP10인버스(합성),66.4,46.82
10,453820,KODEX 인도Nifty50레버리지(합성),78.57,45.94
10,473490,KOSEF 글로벌AI반도체,77.78,35.72
11,001570,금양,63.57,60.21
11,336260,두산퓨얼셀,60.9,65.62
11,423920,TIGER 미국필라델피아반도체레버리지(합성),63.57,59.39
11,580034,KB 레버리지 FANG 플러스 ETN(H),70.98,59.64
12,466940,TIGER 은행고배당플러스TOP10,60.46,25.56
12,466920,SOL 조선TOP3플러스,67.14,34.05
12,449450,PLUS K방산,59.57,29.54
12,480020,ACE 미국빅테크7+ 15%프리미엄분배(합성),59.9,25.7
12,476070,KODEX 글로벌비만치료제TOP2 Plus,63.73,27.85
12,469150,ACE AI반도체포커스,60.34,35.68
12,469060,RISE 미국반도체NYSE,66.81,29.99
12,520072,미래에셋 미국 AI TOP3 ETN,54.0,35.1
12,475070,KoAct 글로벌기후테크인프라액티브,62.05,31.35
12,469050,RISE 미국반도체NYSE(H),60.0,32.21
12,473590,ACE 미국주식베스트셀러,62.14,27.45
12,464060,HANARO 글로벌반도체TOP10 SOLACTIVE,60.29,31.72
13,019175,신풍제약우,61.94,78.3
13,33626L,두산퓨얼셀2우B,57.41,79.44
13,004105,태양금속우,54.04,72.82
13,004835,덕성우,62.78,82.32
13,580019,KB 인버스 2X 항셍테크 선물 ETN,63.61,83.21
13,006345,대원전선우,59.62,77.75
13,008355,남선알미우,58.64,83.82
14,479730,TIGER 인도빌리언컨슈머,60.64,18.24
14,500077,신한 인버스0.5X S&P500 VIX S/T선물 ETN,57.14,23.61
14,448540,ACE 엔비디아채권혼합블룸버그,53.56,18.57
14,700024,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),59.66,21.99
14,530110,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,56.95,23.24
14,570089,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,56.62,22.81
14,520074,미래에셋 미국 방위산업 TOP3 ETN,55.68,17.96
14,481340,RISE 미국30년국채액티브,53.57,15.17
14,473460,KODEX 미국서학개미,53.2,24.61
15,267260,HD현대일렉트릭,47.65,57.98
15,005070,코스모신소재,54.83,56.5
15,298040,효성중공업,54.75,58.18
15,003350,한국화장품제조,47.41,63.02
15,500071,신한 레버리지 코스닥 150 선물 ETN,52.53,55.44
15,520056,미래에셋 레버리지 코스닥150 선물 ETN,54.05,57.94
15,700017,하나 레버리지 코스닥150 선물 ETN,53.69,56.64
15,510026,대신 레버리지 코스닥 150 선물 ETN,55.91,59.33
15,570081,한투 레버리지 코스닥150선물 ETN,54.69,58.39
15,530106,삼성 레버리지 코스닥150 선물 ETN,52.64,57.03
15,580043,KB 레버리지 KOSDAQ 150 선물 ETN,55.49,57.35
16,33637L,솔루스첨단소재2우B,51.13,87.98
17,465580,ACE 미국빅테크TOP7 Plus,50.06,22.24
17,474220,TIGER 미국테크TOP10+10%프리미엄,49.61,18.31
17,472160,TIGER 미국테크TOP10 INDXX(H),51.08,22.27
17,466950,TIGER 글로벌AI액티브,50.11,26.66
17,520063,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),52.34,24.37
17,477730,KODEX 인도타타그룹,44.04,19.82
17,530113,삼성 레버리지 S&P500 선물 ETN,48.98,20.59
17,461900,PLUS 미국테크TOP10,44.29,19.44
17,446690,KODEX 아시아AI반도체exChina액티브,48.02,25.68
18,101140,인바이오젠,46.8,126.97
19,329180,HD현대중공업,36.56,42.46
19,003670,포스코퓨처엠,44.1,44.06
19,042700,한미반도체,51.59,47.75
19,003230,삼양식품,40.67,46.35
19,418660,TIGER 미국나스닥100레버리지(합성),45.84,45.05
20,005257,녹십자홀딩스2우,43.45,70.89
20,004985,성신양회우,41.98,73.09
20,004545,깨끗한나라우,42.65,76.88
20,014285,금강공업우,43.12,69.69
20,009415,태영건설우,46.6,72.46
20,011155,CJ씨푸드1우,43.81,69.34
20,000227,유유제약2우B,43.62,71.87
20,004415,서울식품우,41.96,70.48
20,014915,성문전자우,46.01,77.53
21,442320,RISE 글로벌원자력,40.03,29.55
21,465660,TIGER 일본반도체FACTSET,40.94,31.83
21,453950,TIGER TSMC밸류체인FACTSET,42.4,25.1
21,550088,N2 월간 레버리지 선진국 1등주 ETN,41.91,30.92
21,550089,N2 월간 레버리지 코스피 200 선물 ETN,42.99,30.65
21,550076,N2 US 500 월간레버리지 ETN(H),47.34,28.11
21,467540,KOSEF 코스닥글로벌,40.62,30.83
21,442580,PLUS 글로벌HBM반도체,46.88,29.44
22,390390,KODEX 미국반도체MV,33.52,28.67
22,314250,KODEX 미국빅테크10(H),33.28,29.69
22,426030,TIMEFOLIO 미국나스닥100액티브,37.19,23.68
22,464920,PLUS 일본반도체소부장,34.39,26.88
22,423170,SOL 한국형글로벌반도체액티브,34.09,25.09
22,471040,KoAct 글로벌AI&로봇액티브,38.98,25.43
22,580056,KB 일본 로보틱스 TOP 10 ETN,39.63,21.84
22,461340,HANARO 글로벌생성형AI액티브,41.39,23.98
22,570100,한투 일본종합상사TOP5 ETN,34.37,24.56
22,426410,PLUS 미국대체투자Top10,35.15,23.09
23,019170,신풍제약,37.36,64.4
23,003160,디아이,41.39,59.88
23,004090,한국석유,38.46,60.88
23,009470,삼화전기,35.9,59.85
23,322000,HD현대에너지솔루션,31.16,63.94
23,006340,대원전선,36.52,60.25
23,068290,삼성출판사,33.19,60.43
23,001380,SG글로벌,31.83,63.79
23,002140,고려산업,32.74,61.01
23,011390,부산산업,36.17,63.92
23,530061,삼성 레버리지 은 선물 ETN(H),34.14,62.51
23,152550,한국ANKOR유전,41.1,59.84
23,001067,JW중외제약2우B,33.22,60.5
23,000325,노루홀딩스우,39.73,65.39
23,090355,노루페인트우,38.2,64.63
23,005745,크라운해태홀딩스우,34.21,59.39
24,068270,셀트리온,37.85,54.69
24,180640,한진칼,36.64,55.35
24,066970,엘앤에프,31.15,55.23
24,007660,이수페타시스,40.19,52.7
24,000990,DB하이텍,29.65,51.35
24,009420,한올바이오파마,34.28,55.9
24,353200,대덕전자,34.86,49.29
24,002710,TCC스틸,31.14,48.18
24,229640,LS에코에너지,36.22,50.65
24,006110,삼아알미늄,40.08,52.02
24,090460,비에이치,33.39,51.26
24,007700,F&F홀딩스,32.5,50.88
24,075580,세진중공업,32.19,49.2
24,026890,스틱인베스트먼트,31.78,53.71
24,035150,백산,35.49,48.33
24,081000,일진다이아,31.44,53.22
24,120030,조선선재,36.97,53.99
24,004100,태양금속,31.25,55.96
24,520047,미래에셋 인버스 2X 옥수수 선물 ETN,32.8,51.76
24,084695,대상홀딩스우,34.8,54.65
25,453870,TIGER 인도니프티50,32.57,12.86
25,453810,KODEX 인도Nifty50,33.64,13.18
25,449190,KODEX 미국나스닥100(H),29.95,18.43
25,481060,KODEX 미국30년국채+12%프리미엄(합성 H),32.96,10.74
25,476690,TIGER 글로벌비만치료제TOP2Plus,33.39,16.54
25,448300,TIGER 미국나스닥100TR(H),30.56,19.22
25,464930,TIGER 글로벌혁신블루칩TOP10,34.68,17.42
25,449770,KOSEF 미국S&P500,32.22,11.87
25,441800,TIMEFOLIO Korea플러스배당액티브,30.63,17.01
25,520066,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,38.33,15.39
25,474800,KOSEF 미국원유에너지기업,31.31,17.1
25,453650,KODEX 미국S&P500금융,33.93,15.0
25,475350,RISE 버크셔포트폴리오TOP10,38.81,12.8
25,453080,KOSEF 미국나스닥100(H),37.51,17.06
25,426020,TIMEFOLIO 미국S&P500액티브,30.75,18.21
25,463680,KODEX 미국S&P500테크놀로지,28.92,19.09
25,463690,KODEX 미국S&P500커뮤니케이션,35.75,15.32
25,610077,메리츠 미국채30년 ETN,41.31,11.64
25,580059,KB 미국채 10년 ETN,41.08,8.02
25,471460,히어로즈 국고채30년액티브,33.25,10.12
25,459790,히어로즈 미국성장기업30액티브,29.19,16.21
25,477490,에셋플러스 글로벌일등기업포커스10액티브,30.79,16.69
26,207940,삼성바이오로직스,37.69,39.03
26,138040,메리츠금융지주,31.51,36.04
26,014680,한솔케미칼,27.87,37.55
26,455850,SOL AI반도체소부장,29.24,33.26
26,570022,한투 레버리지 S&P500 선물 ETN(H),28.78,38.38
26,610061,메리츠 3X 레버리지 국채30년 ETN,33.27,40.21
26,550044,N2 레버리지 S&P500 ETN,30.76,34.73
26,480040,ACE 미국반도체15%프리미엄분배(합성),33.13,33.14
26,580015,KB 레버리지 나스닥 100 ETN,33.05,42.43
26,520054,미래에셋 레버리지 코스피200 선물 ETN,35.84,33.56
26,500050,신한 레버리지 S&P500 선물 ETN,32.52,35.87
26,500020,신한 레버리지 다우존스지수 선물 ETN(H),27.04,34.75
26,530104,삼성 레버리지 코스피200 선물 ETN,35.63,33.45
26,500069,신한 레버리지 코스피 200 선물 ETN,34.88,33.36
26,580039,KB 레버리지 KOSPI 200 선물 ETN,35.11,34.59
26,459370,SOL 유럽탄소배출권선물인버스ICE(H),26.9,37.01
27,011000,진원생명과학,30.17,75.92
27,267850,아시아나IDT,29.06,68.46
27,074610,이엔플러스,33.4,78.33
27,004830,덕성,34.91,68.36
27,004720,팜젠사이언스,27.23,72.61
27,33626K,두산퓨얼셀1우,34.91,68.33
27,004770,써니전자,31.95,70.42
27,33637K,솔루스첨단소재1우,34.73,70.32
27,033250,체시스,29.07,68.0
27,005110,한창,29.74,74.26
27,000545,흥국화재우,33.7,68.88
28,005420,코스모화학,30.02,59.41
28,005390,신성통상,29.91,56.11
28,084680,이월드,25.23,62.81
28,037270,YG PLUS,30.57,59.42
28,007860,서연,26.43,57.39
28,010820,퍼스텍,23.48,59.85
28,020120,키다리스튜디오,24.75,59.33
28,002720,국제약품,30.87,61.92
28,002210,동성제약,27.63,57.64
28,123690,한국화장품,26.23,60.28
28,024900,덕양산업,30.25,56.38
28,012690,모나리자,30.6,58.44
28,008700,아남전자,30.84,59.93
28,007110,일신석재,23.54,60.16
28,510019,대신 인버스 천연가스 선물 ETN(H),28.39,64.03
28,013360,일성건설,25.28,60.66
28,011300,성안머티리얼스,30.56,58.98
28,071090,하이스틸,28.87,61.08
28,003535,한화투자증권우,23.93,59.74
28,000885,한화우,25.76,60.12
28,18064K,한진칼우,27.02,64.55
28,000225,유유제약1우,27.47,57.42
28,001065,JW중외제약우,26.1,56.06
28,012205,계양전기우,27.3,57.57
29,458730,TIGER 미국배당다우존스,22.45,11.06
29,484790,KODEX 미국30년국채액티브(H),22.72,11.47
29,472150,TIGER 배당프리미엄액티브,25.82,14.27
29,472170,TIGER 미국테크TOP10채권혼합,29.69,10.78
29,433330,SOL 미국S&P500,24.69,13.83
29,480030,ACE 미국500 15%프리미엄분배(합성),22.03,11.82
29,483290,KODEX 미국배당+10%프리미엄다우존스,29.05,13.11
29,453330,RISE 미국S&P500(H),25.22,11.65
29,465670,TIGER 미국캐시카우100,26.9,14.02
29,478150,TIMEFOLIO 글로벌우주테크&방산액티브,26.71,14.0
29,459750,RISE 글로벌주식분산액티브,23.59,11.59
29,530112,삼성 S&P500 ETN,29.62,10.26
29,449780,KOSEF 미국S&P500(H),25.03,13.0
29,480460,WOORI 한국부동산TOP3플러스,29.27,9.23
29,610074,메리츠 미국채10년 ETN,26.37,6.06
29,550080,N2 US 500 ETN(H),23.53,11.66
29,452440,VITA 밸류알파액티브,23.13,14.56
30,381170,TIGER 미국테크TOP10 INDXX,26.0,23.51
30,381180,TIGER 미국필라델피아반도체나스닥,23.9,28.7
30,002840,미원상사,29.87,29.76
30,481190,SOL 미국테크TOP10,25.61,23.69
30,462900,KoAct 바이오헬스케어액티브,26.3,29.22
30,466930,SOL 자동차TOP3플러스,25.25,26.18
30,236350,TIGER 인도니프티50레버리지(합성),27.24,32.19
30,500037,신한 레버리지 금 선물 ETN,23.85,28.33
